sentence,label
A: A woman is wearing a beret and is riding the bicycle on a recreation trail  B: An old man with a grey beard is riding a bike,1
A: A little girl is frowning and taking off a fake nose and glasses  B: A little girl is smiling and wearing a fake nose and glasses,1
A: A young boy is jumping into a still lake  B: The young boy in the blue shirt is not jumping into the water,1
A: A black dog and a small white and black dog are looking up at a kitchen countertop  B: A black cat and a small white and black cat are looking up at a kitchen countertop,1
A: There is no little girl playing the piano  B: A little girl is playing the piano,0
A: The small bee is landing on a bunch of yellow flowers  B: A bee is clinging to a yellow flower,1
A: A soccer ball is rolling into a goal net  B: A soccer player is kicking a ball out of the goal,1
A: A man is thinking  B: A man is dancing,1
A: The young boy in the blue shirt is jumping into the water  B: A young boy is diving into a still lake,1
A: A baby is talking  B: The child is silent,1
A: Children are being dressed in costumes and playing a game  B: Kids are being dressed in costumes and playing a game,2
A: A man is picking up a tree  B: A man is dropping a tree,1
A: A woman is being caged for the dance  B: The woman is dancing,1
A: The man is thinking  B: A man is thinking,2
A: Nobody is riding the bicycle on one wheel  B: A person in a black jacket is doing tricks on a motorbike,1
A: A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera  B: A boy is standing in front of the blue building in the space reserved for handicapped people,1
A: The hungry woman is eating  B: A woman is mixing eggs,1
A: A young boy is sitting in a bathing suit and waiting for the next race  B: A kid is sitting wearing swim gear,2
A: A squirrel is lying down  B: A squirrel is running around in circles,0
A: There is no man riding a mechanical bull  B: The man is riding a mechanical bull,0
A: Three teenage girls are dancing in the room  B: Some teenage girls are standing still in front of the camera,1
A: A man is playing the guitar  B: The man in not playing the flute,1
A: A person is not stirring vegetables in a pot  B: A person is stirring vegetables in a pot,0
A: A young man in a white shirt and gold and black hat is sitting with crossed legs  B: A young person in a white shirt and gold and black hat is sitting with crossed legs,2
A: There is no man speaking  B: A man is dancing,1
A: The man with the dyed purple hat is operating a camera that makes videos  B: The man in the purple hat is operating a camera that makes videos,2
A: An onion is being chopped  B: Someone is holding a hedgehog,1
A: A man is riding a motorbike  B: A motorbike rider is running over a man ,1
A: Two young men are cheerfully playing outside near a golden statue  B: Two people are looking at a gold statue,1
A: The chef is carefully pouring oil in the pan  B: A man is pouring liquid into a pot,1
A: Swimmers are racing in a lake  B: Several jumpers are swimming in the water,1
A: A man is playing the piano  B: A woman is playing the violin,1
A: Several young people are posing for a photo and holding beers  B: A group of people is holding food and pointing at the camera,1
A: The man is erasing the drawing on the board  B: The girl is erasing the other man's work from the board,1
A: A baby is sneezing and scaring another baby  B: A baby is cheering another baby,1
A: A woman is performing a trick on a ramp with a bicycle  B: A woman is performing a trick on a ramp with a car,1
A: Two cats are playing with a red ball  B: Two daschunds are playing with a red ball,1
A: A woman is playing the trumpet  B: Someone is playing with a toad,1
A: A person in a pink jacket is running onto the field  B: Four athletes are with a man in a crowded stadium,1
A: A man is falling off a horse on a track and is laid in the wild  B: A horse is tossing the cowboy wearing pants of blue and red color,1
A: A lemur is licking a person's finger  B: An animal is biting someone's finger,1
A: A small dog is chasing a large brown cow  B: The tail of an animal is being chasing by a dog in the grass,1
A: A man is bringing up the rear of the race  B: A few men in a competition are running outside,1
A: The men are not putting suitcases into the trunk of a car   B: The men are putting suitcases into the trunk of a car,0
A: Two white puppies are playing near a pool  B: Two white puppies are playing near water,2
A: A white cat perched on a small wooden cabinet is looking outside the window  B: The cat is looking out the window at the table on the perch,2
A: A bicyclist is performing a trick over a heavily graphitized wall  B: A cyclist is performing a jump on a bicycle,1
"A: A black man is running in brown grass and racing a dog  B: A dog, which is brown, and a black one are running in the grass",1
A: A man is standing still  B: A man is dancing,1
A: Two dogs are playing inside  B: Two brown and white dogs are fighting on a grassy area in front of a tree,1
A: The boys are standing in front of the burning car  B: Some young men are standing still and a car is exploding behind them,1
A: A black dog and a yellow dog are playing with each other  B: Two cats are in a kennel on their hind legs and are facing one another,1
A: A tree is being cut by a man with an axe  B: A man is chopping down a tree with an axe,2
A: A man is taking pictures of a lake  B: A man is tearing up the pictures of a lake,1
A: There is no man speaking  B: A man is spitting,1
A: The black and white dog is running and a person stands behind it  B: A little dog is slowing down and the owner is quitting chasing it,1
A: The brown dog is jumping in the air  B: A brown dog is jumping in the air,2
A: Two dogs are playing by a tree  B: A dog is leaping high in the air and another is watching,1
A: The lady is peeling the potato  B: There is no lady peeling the potato,0
A: The person is riding a motorbike on a sandy track  B: A man is riding a motorbike in the event related to motocross,1
A: Two men are fighting in a cow pasture  B: Two men are fighting in a cattle pen,1
A: A chubby faced boy is wearing sunglasses  B: Sunglasses are being worn by a boy,2
A: Two bikes are being ridden by two people  B: Two people are riding a bike,2
A: The violin is being played by a little girl on a beach  B: A woman is cooking fish,1
A: A child is making a snow ball  B: A child is smashing a snow ball,1
A: An onion is being cut by a man  B: A man is eating onion slices,1
A: A big fish is catching a man  B: A man is catching a fish,1
A: A man is working on the computer  B: The man is feeding the snake with a mouse,1
A: Two dogs are running through high grass  B: Two large dogs are frolicking in a grassy field,1
A: A brown dog is running in the snow  B: A dog is running through the snow,2
A: A man is breaking a slab of concrete with a sledge hammer  B: The woman is using a sledgehammer to break a concrete block that is on another man,1
A: A dog is running through the white snow  B: A dog is running through the snow,2
A: A man is eating a bowl of cereal  B: Cereal is being eaten by the man,2
A: A dog is running on concrete and is holding a blue ball  B: The large dog is walking outside and is carrying a colorful toy in its mouth,1
A: A man is riding a horse on the beach  B: A man is riding a horse in the desert,1
A: A yellow dog is drinking water from the faucet  B: A yellow dog is not drinking water from the faucet,0
A: A boy is talking to a leaf  B: A young man is talking to a leaf,2
A: Two dogs and two people are walking in the woods  B: Two dogs and two people are walking in a wood,2
A: A small boy in a yellow shirt is laughing on the beach  B: There is no small boy in a yellow shirt laughing on the beach,0
A: Two teams are playing soccer  B: Different football players are teaming on a field,1
A: Two men are holding fishing poles  B: Two men are standing near the water and are holding tools used for fishing,1
A: An adult is in the amphitheater and is talking to a boy  B: The man is standing outdoor and the boy is falling over the bottom of the stairs,1
A: The man is not kick boxing with a trainer  B: The man is kick boxing with a trainer,0
A: A man is playing a small flute  B: A man is playing a flute,2
A: The woman is waterskiing  B: The woman is not waterskiing,0
A: There is no person wearing grey pants who is airborne on a snowboard  B: A person wearing grey pants is airborne on a snowboard,0
A: There is no boy walking across a bridge  B: A man is walking slowly across a rope bridge,1
A: Two angels are making snow on the lying children  B: Two children are lying in the snow and are making snow angels,1
A: The woman is holding a whole tomato  B: The lady is slicing a tomato,1
A: A woman is performing a trick on a ramp with a bicycle  B: The helmeted girl is perching on a bike,1
A: Some fish are swimming  B: A fish is swimming,2
A: There is no woman riding a horse  B: A woman is riding a horse,0
A: A man with no shirt is holding a football  B: A shirtless man is playing football in a gym,1
A: A young child is climbing a rock climbing wall which is indoors  B: A young kid is climbing a rock climbing wall which is indoors,2
A: A black and a white dog are joyfully running on the grass  B: A black person in white is joyfully running with the dog on the grass,1
A: Pedestrians and cars are moving through a traffic jam in a small city  B: Some people and vehicles are on a crowded street,1
A: A little girl is smiling and running out of the house  B: A girl in a white dress is running,1
A: A person is playing a piano  B: There is no person slicing a potato,1
A: A father is launching the daughter in a swimming pool  B: The man is tossing a kid into the swimming pool that is near the ocean,1
A: The girl is recklessly jumping onto a car  B: There is no girl jumping into the car,1
A: Someone is playing a piano  B: A guitar is being played by a man,1
A: A man and two women are standing in a bright room by a table with candles  B: The group of people is sitting in a dim room,1
A: A man who is playing is running with the ball in his hands  B: A player is running with the ball,2
A: A dog is playing with a toy  B: A kid is playing with a toy dog,1
A: Two people in a race are flipping the tires of a tractor  B: Two women are competing in a tire rolling race,1
A: There is no woman cooking a breaded pork chop  B: The woman is frying a breaded pork chop,0
A: Children in swimming suits are not playing in the water  B: The kids are wearing bathing suits and water is splashing around,1
"A: A white dog with beige spots is running through a field  B: A dog, which is tan, is running through the brush",1
A: A woman is frying fish  B: Two women are wearing bikinis and are walking on the sand,1
A: A woman is cracking some eggs into a container  B: A woman is adding ingredients to a bowl,1
A: A group of Asian girls are standing together  B: The group of Asian girls are standing together,2
A: A topless woman is being smeared with brown substance and a nobody is in the background  B: A topless woman is being covered in mud,1
A: One man is turning on the microwave  B: A man is pushing the buttons of a microwave,2
A: There is no woman slicing a carrot  B: The oriental lady is cutting a carrot into thin pieces,0
A: Two white dogs and one brown dog are chasing a ball  B: Two white dogs and one brown dog are chasing a toy,2
A: A lady is wearing a black dress and is carrying a white cross  B: A lady is dressed in black and is carrying a white cross,2
A: The person is playing with a skull  B: The man is playing the guitar,1
A: A dog is opening a drawer and climbing inside  B: A cat is opening a drawer and climbing inside,1
"A: A dog, which is small, is playing on the green grass  B: A small kid is playing with a green toy dog on the grass",1
A: There is no one sitting in lawn chairs and reading books  B: Two people in two chairs are reading,1
A: A group of people is on a beach  B: A group of people is near the sea,2
A: A person on a bike is in the air near a body of water  B: A man on a green car is performing tricks on a dirt ramp,1
A: The dog is not knocking the boy into the water  B: The dog is knocking a boy into the water,0
A: A person is severing the toe of an empty leather boot with a sword  B: A man is cutting a boot with a sword,2
A: A lion is tiring the whole pen by pacing  B: A lion is pacing tiredly in a pen,1
A: Three men are walking across a rope and wood bridge over a river  B: Three people are walking across a rope and wood bridge over a river,2
A: A boy in blue shirt is looking at his hand near a stack of blocks on table  B: A woman in blue shirt is looking at her hand near a stack of blocks on table,1
A: A person is folding a sheet  B: A person is folding a piece of paper,1
A: There is no monkey pulling a dog's tail  B: A monkey is pulling a dog's tail,0
A: Some men are running a race  B: Racers are running down a track,1
A: Broccoli are being cut by a woman  B: A woman is cutting broccoli,2
A: A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle  B: The snowboarder is jumping off a snow covered hill,1
A: A group of children is playing tambourines  B: A group of children is not playing tambourines,0
A: A chef is cleaning a bowl of soup  B: A man is wiping the edge of a bowl,1
A: A man is idling  B: A man is playing the keyboard with his nose,1
A: There is no man sprinkling cheese on the pizza  B: A man is putting some cheese on a pizza,0
"A: Many cheerleaders are walking in a parade  B: The cheerleaders are parading and wearing black, pink and white uniforms",1
A: A young woman is shaking hands with a man  B: A man and a woman are shaking hands,2
A: Two children and an adult are standing next to a tree limb  B: Two children are hanging on a large branch,1
A: A girl is styling her hair  B: A girl is messing up her hair,1
A: A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians  B: A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians,2
A: The back of a small black dog is being sniffed by the brown dog  B: A large brown dog and a small grey dog are standing on a rocky surface,1
A: A man is chopping an onion  B: A woman is slicing an onion,1
A: Two people are standing in the ocean and looking at the sunset  B: Two people are wading through the water,2
A: A man and a woman are eating  B: A man and woman are talking,1
A: A man is throwing away a guitar  B: A man in a hat is playing a harp,1
A: Someone is cleaning an animal  B: Someone is cleansing an animal,2
A: A lady is surfing and riding a wave  B: A blonds girl is surfing,1
A: The man is clumsily kick boxing with a trainer  B: The man is kick boxing with a trainer,2
A: The man is kicking a boxing trainer  B: The man is kick boxing with a trainer,2
A: The man in the purple hat is operating a camera that makes videos  B: There is no man with a camera studying the subject,1
A: Someone is stirring noodles in the water  B: Someone is stirring food in the water,2
A: The men are fist fighting in a ring  B: Two people are fist fighting in a ring,2
A: Someone is drilling a hole in a strip of wood with a power drill  B: A man is drilling a hole in a piece of wood,2
A: A boy is jumping off a platform and two other boys are standing and watching  B: Nobody is jumping off a platform,0
A: A brown dog and a red dog are sitting sadly on the beach  B: A brown dog and a red dog are frolicking on the beach,1
A: A boy is standing next to the opening of a fountain  B: A girl is standing next to the opening of a fountain,1
A: A man is standing on a sidewalk  B: A man is sitting on a sidewalk,1
A: A group of people are not standing around a sound mixing table  B: A group of people are standing around a sound mixing table,0
A: A woman is being smeared with brown substance and a blurry crowd is in the background  B: A topless woman is being covered in mud,1
A: A woman is wakeboarding on a lake  B: The woman is not waterskiing,0
A: The women are not dancing outside  B: The women are dancing outside,0
A: A man is participating in a bmx race  B: A man is not participating in a bmx race,0
A: A black dog on a leash is walking in the water  B: The dog is on a leash and is walking in the water,2
A: Two crocodiles are floating in a green colored swimming pool near some playing kids  B: Two kids are pushing an inflatable crocodile in a pool,1
A: The boy in blue shirt is looking at his hand near the stack of blocks on table  B: A boy is playing a game with wooden blocks,1
A: A man is eating a pizza  B: Some food is being eaten by a man,2
A: Nobody is cutting a capsicum into pieces  B: The person is slicing a clove of garlic into pieces,1
A: A man is spreading dough  B: There is no woman slicing meat with a knife,1
A: A woman is taking two eggs out of a pot of water  B: A woman is boiling eggs,1
A: A man is playing the guitar  B: One man is playing the guitar,2
A: Some people and vehicles are on a crowded street  B: Pedestrians and cars are moving through a traffic jam in the big city,2
A: A young girl is jumping rope on a sidewalk near a parking garage  B: A girl is skipping rope on a sidewalk,2
A: Several swimmers are dashing into the water  B: Swimmers are racing in a lake,1
A: Men in costumes are walking around in the street  B: People in costumes are walking around in the street,2
A: A potato is being peeled by a person  B: A person is frying some food,1
A: A man is rapidly chopping some mushrooms with a knife  B: A man is quickly chopping some mushrooms with a knife,2
A: Two people are riding a motorcycle  B: Nobody is riding a bike,1
A: The girl is recklessly jumping onto a vehicle  B: One girl is jumping on the car,1
"A: A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling  B: There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling",0
A: Kids are being dressed in costumes and playing a game  B: A young boy with painted face is standing next to some other children,1
A: A woman is boiling shrimps  B: A woman is arranging her hair,1
A: Someone is being boiled with okra in a pot  B: Someone is cooking okra in a pan,1
A: A dog is running on concrete and is holding a blue ball  B: A dog is running on concrete and is holding a ball,2
A: A skier dressed in black is catching a tiny bit of air  B: A man is skiing down a snowy hill,1
A: A brown dog is staring attentively at a brown and white dog  B: The little dog is grabbing the bedroom slipper with its mouth funnily,1
A: A man is reading the email  B: A person is reading the email,2
A: The man is driving a car carefully  B: The man is driving a car,2
A: There is no dog jumping for a Frisbee in the snow  B: A dog is jumping for a Frisbee in the snow,0
A: A man is making a sketch  B: A man is drawing,2
A: A man is laying a cover over a wild horse that is falling on the track  B: A man is falling off a horse on a track and is laid in the wild,1
A: A fish is hunting for a turtle in the sea  B: A sea turtle is hunting for fish,1
"A: A girl from Asia, in front of a brick window, doesn't look surprised  B: A girl is wearing a t-shirt and has her mouth open.",1
A: A white bird is swiftly taking off from the water  B: A white bird is landing swiftly in the water,1
A: One man is chopping a log with an axe  B: A man is chopping a log with an axe,2
A: A few people are sitting on a bench under some palm trees  B: The people are sitting on a bench in front of a restaurant,1
A: A woman is riding on an elephant  B: A soda is being opened and drunk by a woman,1
A: Nobody is rinsing a steak with water  B: A person is rinsing a steak with water,0
A: A man is standing on a roof  B: A man is dancing on a roof ,1
A: The cat is playing keyboards  B: A cat is playing keyboards,2
A: A little girl is playing the piano  B: There is no little girl playing a grand piano on stage,1
A: There is no man running down the road  B: A man is running down the road,0
A: Some paper is being cut  B: Paper is being cut with scissors,2
A: A black and white dog is playing with a tattered volleyball in a brown field  B: A black and white dog is playing with a broken volleyball,2
A: A woman is coating a pork chop  B: A cook is coating a pork chop,2
A: The crowd is not watching two racing cars that are leaving the starting line  B: The crowd is watching two racing cars that are leaving the starting line,0
A: A boy is being knocked into the water by the dog  B: A person in a motocross uniform is wearing a helmet and rides a red motorcycle,1
A: Two women are wearing bikinis on the sandy beach  B: Two women are wearing bikinis and walking on the sand,1
A: A woman is staging a dance  B: A woman is dancing and a man is playing the keyboard,1
A: A man is peeling an onion  B: A man is walking along a path through a wilderness,1
A: There is no dog running with a volleyball  B: A dog is running with a volleyball,0
A: The man is funnily playing the piano with his nose  B: A man is playing the keyboard with his nose,2
A: A woman is eating a piece of meat  B: A woman is seasoning a piece of meat,1
A: A person is chopping an onion  B: A person is riding an old motorcycle,1
A: There is no man eating food  B: A man is eating some food,0
A: The man with a hard hat is dancing  B: A man is wearing a hard hat and dancing,2
A: There is no little black dog chasing a little brown dog  B: A brown dog and a black dog are in the grass,1
A: The white dog wearing reindeer ears is close to a brown dog  B: A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,1
A: A man is wiping the edge of a bowl  B: There is no man wiping the edge of a bowl,0
A: A woman is petting a dog near a stone trail  B: A woman is petting a dog near a stone path,2
A: A dog with a muzzle and a blue jacket is running around the yard  B: There is no dog with a blue blanket running through the grass,1
"A: A girl is combing the hair of a little pony's tail  B: The girl, who is little, is combing her hair into a pony tail.",1
A: A dog is chasing the tail of an animal in the grass  B: The tail of an animal is being chasing by a dog in the grass,2
A: A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees  B: The kid is still in the snow,2
A: The man is clumsily kick boxing with a trainer  B: A karate practitioner is kicking at another man who is wearing protective boxing gloves,1
A: The children are not wearing black tights and are not hopping  B: The children are wearing black tights and hopping,0
A: A frog is being held carelessly by a man  B: A man is carelessly holding a frog,2
A: Two young men are sitting outside near a golden statue  B: Two young men are playing outside near a golden statue,1
A: A bicyclist is holding a bike over his head in a group of people  B: A lone bicyclist is putting down a bike,0
A: There are no dogs playing in the snow  B: A brown dog and a gray dog are playing in the snow,0
A: Four boys are kneeling next to each other in front of a ball  B: There are no boys kneeling next to each other in front of a ball,0
A: A black dog is jumping from a dock into the water  B: A white dog is jumping from a dock into the water,1
A: A large brown dog and a small grey dog are standing on a rocky surface  B: The brown dog is sniffing the back of a small black dog,1
A: The lady is cracking an egg for the mixer  B: The lady is eating slices of meat,1
A: A woman is cutting meat  B: A woman is not cutting meat,0
A: A man is playing a keyboard  B: A pianist is playing the keyboard,1
A: A person is taking away the meat in the skillet  B: The baby is being put into a trash can by a woman,1
A: The dark skinned male is standing on one hand in front of a yellow building  B: The dark skinned male is not standing on one hand in front of a yellow building,0
A: People are walking through a street which is crowded  B: A man and a woman are walking down a city street,1
A: A woman is swiftly snowboarding down an incline and another woman is standing behind her  B: A woman is snowboarding down an incline and another woman is standing behind her,2
A: The kitten is eagerly drinking some milk from the bowl  B: One small child is filling the cup with water,1
A: There is no girl riding a horse  B: The girl is trotting on the horse,0
A: The snowboarder is leaping over white snow  B: A leap over white snow is greatly appealing to the snowboarders,1
A: The guitar is being played by nobody  B: A boat is sailing peacefully over the water,1
A: Two women with black hair are standing in front of a plywood wall  B: Two young women with folded arms are looking away from the screen,1
A: A cow is eating grass  B: A cow is not eating hay,2
A: Two women are standing together and one is looking through binoculars  B: Two men are looking out and one is holding binoculars,1
A: Two people are kickboxing and spectators are not watching  B: Two people are kickboxing and spectators are watching,0
A: There is no kid playing guitar  B: A boy is playing a guitar,0
A: A man is dangerously throwing knives at the tree  B: The man is doing a magic trick,1
A: A man is slicing some bread  B: A man is cutting a slice of bread,2
A: A woman is painting a man's face  B: A man's face is being painted by a woman,2
A: A woman with a ponytail is climbing down a wall of rock  B: A woman with a ponytail is climbing a wall of rock,2
A: A person is brushing a cat  B: A person is combing the fur of a cat,2
A: A group of people is walking down the street and a person in a green hat is on the phone  B: Four people are walking along a city sidewalk and the one in the green hat is not talking on a cell phone,1
A: A woman is slicing an onion  B: A woman is cutting a potato,1
A: A man in a blue cowboy hat is riding a white horse  B: A man is riding a dirty horse on a blue road,1
A: Two girls are not playing inside the jumper house  B: Two girls are playing inside a jumper house,0
A: A black dog is hanging out in the grass and running with its tongue out  B: A black dog is running in the grass,2
A: A boy is spanking a man with a plastic sword  B: A boy is spanking a man with a toy weapon,2
A: A man is eating onion slices  B: A man is slicing an onion,1
A: A malnourished looking dog is standing on its hind legs and preparing to jump  B: The malnourished looking dog is standing on its hind legs and is preparing to jump,2
A: The guitar is being played by the man  B: The guitar is being played by nobody,0
A: A woman is surfing  B: A fearful little boy is on a climbing wall,1
A: A concentrated woman is playing flute  B: A woman is playing flute,2
A: A man is singing a song and playing the guitar  B: A man is opening a package that contains headphones,1
A: Mimes are performing on a small stage  B: Mimes are performing on a stage,2
A: The man surrounded by men with a camera is wearing a gray suit and glasses  B: A man in a suit is being surrounded by photographers,2
A: Three women are sitting in a village  B: Three women are running in a village,1
A: Some people are treading through the snow of the beautiful snowy landscape  B: Four people are standing in thick snow and the sun is rising,1
A: Some sticky goo is being pulled out of a bowl by a woman  B: A woman is pulling some sticky goo out of a bowl,2
A: A dog is standing on concrete and is holding a blue ball  B: A dog is running on concrete and is holding a blue ball,1
A: A boy next to some buckets of rags is holding an object  B: A young black child is waiting on the edge of a body of water near some buckets,1
A: The women are not singing and dancing  B: The women are singing and dancing,0
A: A woman is cracking some eggs outside a bowl  B: A woman is adding ingredients to a bowl,1
"A: The man is doing a wheelie with a motorcycle on ground which is mostly barren  B: The man is on ground which is mostly barren, filming a wheelie done with a motorcycle.",1
A: A woman is cutting potatoes  B: A woman is slicing potatoes,2
A: Four people are performing music outdoors  B: Four people are silently standing outdoors,1
A: Some water is being drunk by a cat  B: A truck is quickly going down a hill,1
A: The cats are not playing with each other  B: Two cats are fighting each other,1
A: A woman is putting make-up on  B: The woman is putting make-up on,2
A: The men are in the suitcases that are being packed in the trunk of a car  B: The men are putting suitcases into the trunk of a car,1
A: The dog is having a rest in the park  B: The dog is having a rest in the living room,0
A: A young child is wearing a white coat and playing a game  B: The child is playing with toys indoors,1
A: A woman is dancing and a man is playing the keyboard  B: A woman is dancing on a stage,1
A: People are playing cricket  B: Some people are playing cricket,2
A: Two men are talking  B: Two men are playing guitar,1
A: A black and orange bird is standing in the grass  B: A black and orange bird is not standing in the grass,0
A: A man is holding a frog  B: A frog is being handled by the woman,1
A: A horse is not racing  B: Dogs are racing on a track,1
"A: There is no adult in the amphitheater talking to a boy  B: The man and the boy are standing at the bottom of the stairs, which are outdoors",1
A: Someone is not stirring chili in a kettle  B: Someone is stirring chili in a kettle,0
A: A woman is cooking a breaded pork chop  B: The woman is not frying a breaded pork chop,1
A: A person is not quickly chopping mushrooms with a knife  B: A person is quickly chopping mushrooms with a knife,0
A: Eggs are being cracked into a bowl by a woman  B: A woman is placing skewers onto a rack,1
A: A dog is chasing a ball in the grass  B: A dog is losing a ball on the grass,1
A: A man and a woman are eating  B: A man and a woman are having a conversation,1
A: The large brown dog is running outdoors in the dirt  B: The large brown dog is running outside in the dirt,2
A: A parrot is speaking  B: The parrot is silent in front of the microphone,0
A: Some kittens are hungry  B: Some kittens are eating,1
A: The black and white dog is running outdoors  B: A black and white dog is running outdoors,2
A: A dog is running on the beach and chasing a ball  B: A dog is running on the sand and chasing a ball,2
A: A blond kid in green is sitting on a swing  B: A blonde boy in green is sitting on a swing,2
A: The man is cleaning the drawing on the board  B: The man is erasing the drawing on the board,2
A: A surfer is surfing a small wave  B: A surfer in a black wetsuit is riding a foamy wave,1
A: A young child is splashing in the water  B: There is no young child splashing in the water,0
A: A band is playing some instruments  B: An electronic keyboard is being played by a man,1
A: A woman is slicing an octopus  B: A man is playing the instrument,1
A: A woman is slicing garlic  B: A woman is cutting garlic,2
A: The bunch of men are playing rugby on a muddy field  B: Some men are idling,1
A: The man is stirring oil  B: The man is cooking sauce for the meat,1
A: A woman is preparing an egg in a skillet  B: There is no woman preparing an egg in a skillet,0
A: A blond boy is sliding down a sand dune on a skateboard  B: There is no woman snowboarding down an incline and there is no other woman standing behind her,1
A: The cat is licking milk from a saucer  B: There is no cat hungrily drinking milk,0
A: Someone is nailing a camera lens with loud bangs  B: Someone is banging a camera lens against a nail,1
A: A brown and white dog is running through the river  B: An animal is emerging from a lake,1
A: A dog is walking along the snowdrift  B: A dog is playing alone on a beach covered by snow,1
A: The kid is happily sliding in the snow  B: The kid is sliding in the snow,2
A: A person is unfolding a tortilla  B: A man is folding a tortilla,1
A: A woman is grating carrots  B: Carrots are being grated by a woman,2
A: A man is playing the guitar  B: A man is dropping the guitar,1
A: Two white dogs are playing with a brown dog and a ball  B: Two white dogs and one brown dog are chasing a toy,2
A: A black helmet is being worn by a man who is pushing a bicycle  B: One man is wearing a black helmet and pushing a bicycle,2
A: A carrot is being sliced into pieces by a person  B: A person is cutting an onion into pieces,1
A: A man is dangerously throwing knives at a tree  B: The man isn't doing a magic trick,1
A: Two males are standing on a cliff edge and one is jumping into the sea  B: Two males are standing on a cliff edge and one is jumping into the water,2
A: A guy is mowing the lawn  B: Grass is being mowed by a man,2
A: There is no panda bear eating some bamboo  B: A panda bear is eating some bamboo,0
A: Three dogs are resting on a sidewalk  B: The woman with a knife is slicing a pepper,1
A: A child is slowly waking up  B: A child is waking up,2
A: A man is speaking on a podium  B: There is no man speaking on a podium,0
A: A man and a young boy are riding in a yellow kayak  B: A man and a young boy are jumping off of a yellow kayak,1
A: A young girl is looking at a woman in costume  B: People wearing costumes are gathering in a forest and are looking in the same direction,1
A: Two people wearing helmets are riding over the yellow and white flowers  B: Two people wearing helmets are driving over the yellow and white flowers,2
A: A woman is peeling a potato  B: The potato is being peeled by the lady,2
A: A man is eating a banana  B: Someone is removing the peel of a banana,1
A: A man is cutting a boot with a sword  B: A man is cutting a boot with a blade,2
A: A dog is chasing a ball on the grass  B: A dog is losing a ball on the grass,1
A: Five adults are sitting on stone steps  B: People are sitting near a wall,1
A: A man is removing the butter from a piece of bread which is big  B: A man is spreading butter on a piece of bread which is big,1
A: A group of five young adults are lounging in the room  B: A group of five young adults are lounging indoors,2
A: The little boy is riding a bicycle in a race  B: The little girl is riding a bicycle in a race,1
A: A dog is chasing a ball through dirt  B: A dog is catching a ball,2
A: There is no woman slicing an onion  B: A woman is slicing an onion,0
A: A man is eating near the kittens  B: Some kittens are eating,1
A: There is no person cutting an onion  B: A person is cutting an onion,0
A: Two white dogs are playing with a brown dog and a tennis ball  B: Two white dogs and one brown dog are chasing a ball,1
A: A man is eating  B: A woman is dancing,1
A: A black and white dog is playing with a frisbee in a brown field  B: A black and white dog is playing with a broken volleyball,1
A: A dog is running on the ground  B: A girl is tapping her fingernails,1
A: A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass  B: A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass,2
A: One man is wearing a black helmet and pushing a bicycle  B: A biker is naked,1
A: A man is cooking a snake  B: A man is roasting a snake,2
A: A man is wearing a blue checkered shirt and cheerfully riding a unicycle in the street  B: A man is wearing a blue checkered shirt and riding a unicycle in the street,2
A: A little boy is jumping into a puddle on the street  B: A young child is wearing boots made of green rubber and playing in a puddle full of mud,1
A: There is no man writing a note near a bike  B: A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,1
A: A child is wearing a yellow jacket and is jumping down from a rock  B: A young boy is jumping into water,1
A: The men are playing soccer  B: A man is riding a motorbike,1
A: A child in light colored clothing is standing with his arms extended outward  B: A child in light colored clothing is lying with his arms crossed,1
A: A woman is slicing an onion  B: A woman is slicing garlic,1
A: A woman is driving a car and is talking to the man who is seated beside her  B: The woman and the man are travelling by automobile,2
A: A guitar is being played by a man  B: A girl is playing a guitar,1
A: A person is cutting a capsicum into pieces  B: The person is not slicing a clove of garlic into pieces,2
"A: Two large dogs, a light colored one and a dark one, are quickly moving through snowy terrain  B: Two dogs are leaping through snowy grass and rocks",1
A: Four athletes are with a man in a crowded stadium  B: Four athletes are with a person in a crowded stadium,2
A: Some young dirt bikers are getting a dirt bike up a sandy hill  B: A young man is pushing a motocross bike down a dirt hill,1
A: A dog with a ball is being chased in the grass  B: A dog is chasing a ball on the grass,1
A: A man is planting a tree  B: A man is picking up a tree,1
A: A kitten is drinking fresh milk  B: There is no milk being drunk by a cat,0
A: The guitar is being played by a man  B: A man is playing the guitar,2
A: Two dogs are in a kennel on their hind legs and are facing one another  B: Two dogs are playing with each other,1
A: Little boys are playing in a water fountain in front of lots of people  B: Children are playing in a fountain that is spraying water from the ground,1
A: Four children are doing backbends in the gym  B: Four children are doing backbends in the park,1
A: A person is strongly whisking eggs in a bowl  B: One woman is beating two eggs in the bowl and using a whisk made of wire,1
