sentence,label
"to finish , like a wet burlap sack of gloom ",0
collapses into an inhalant blackout ,0
emphasizes the well-wrought story ,1
"bluto blutarsky , we miss you . ",1
visual merits ,1
this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs ,1
tear your eyes away ,0
harvey weinstein 's bluff personal style ,1
exasperatingly ,0
this movie got me grinning . ,1
"to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama ",0
been this disappointed by a movie in a long time ,0
"the gags , and the script , are a mixed bag . ",0
is basically just a curiosity ,0
as the film lacks momentum and its position remains mostly undeterminable ,0
do n't come off ,0
cohesive story ,1
stultifyingly obvious ,0
the film has a problem ,0
"enlightening , insightful and entertaining ",1
more than she can handle ,0
austerity and forcefulness ,1
is a remarkable piece of filmmaking ,1
"seem motivated by nothing short of dull , brain-deadening hangover ",0
"was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise . ",1
"spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative . ",1
"it jumps around with little logic or continuity , presenting backstage bytes of information that never amount to a satisfying complete picture of this particular , anciently demanding métier . ",0
a student film ,1
kudos to the most enchanting film of the year ,1
please audiences who like movies that demand four hankies ,1
existentialism reminding of the discovery of the wizard of god ,1
proves that sometimes the dreams of youth should remain just that ,0
", home movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it . ",1
love this movie ,1
simple title ,1
", ' i feel better already . ",1
very ,1
swallow than julie taymor 's preposterous titus ,0
"smeary and blurry , to the point of distraction ",0
"the film is , arguably , the most accomplished work to date from hong kong 's versatile stanley kwan . ",1
is a whole lot of nada ,0
the ability of the human spirit to overcome adversity ,1
"is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it ",0
sucking ,0
"barely shocking , barely interesting and most of all , barely ",0
"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us `` the skulls '' and last year 's `` rollerball . '' ",1
purpose and finesse ,1
gives the lie to many clichés and showcases a group of dedicated artists ,1
rather unexceptional ,0
too great ,1
with a bright future ahead of him ,1
nearly breaks its little neck trying to perform entertaining tricks ,0
becomes more specimen than character ,0
gently ,1
experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads ,0
fails to provoke them ,0
audacity to view one of shakespeare 's better known tragedies as a dark comedy ,0
saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate ,0
a director to watch ,1
its exquisite acting ,1
monte cristo smartly emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds . ,1
the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children ,0
compelling character ,1
all mood and no movie . ,0
insipid ,0
technically sumptuous but also almost wildly alive ,1
deliver a few gut-busting laughs ,1
enjoy as mild escapism ,1
keep things interesting ,1
to imagine that even very small children will be impressed by this tired retread ,0
gives her best ,1
brilliantly named half past dead -- or for seagal ,0
"will object to the idea of a vietnam picture with such a rah-rah , patriotic tone ",0
it 's one long bore . ,0
tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists ,0
the incredible imax sound system ,1
pop up in nearly every corner of the country ,1
the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie . ,0
this visual trickery ,0
ca n't even ,0
believable and heart-wrenching ,1
badly-rendered cgi effects ,0
"is also as unoriginal as they come , already having been recycled more times than i 'd care to count ",0
introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix ,0
"insipid , brutally clueless ",0
hack ,0
"like all of egoyan 's work , ararat is fiercely intelligent and uncommonly ambitious . ",1
"it works well enough , since the thrills pop up frequently , and ",1
possibly the best actor working in movies today ,1
take nothing seriously and enjoy the ride . ,1
of ' a nightmare ,0
"witty updatings ( silver 's parrot has been replaced with morph , a cute alien creature who mimics everyone and everything around ) ",1
hollywood concoction ,0
... is so pat it makes your teeth hurt . ,0
fall dreadfully short ,0
twice as powerful ,1
the experience worthwhile ,1
"'s fairly lame , making it par for the course for disney sequels ",0
starts off so bad ,0
through ill-conceived action pieces ,0
marvelously ,1
can render it anything but laughable ,0
"assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low . ",0
` masterpiece ' and ` triumph ' and all that malarkey ,0
attempt to do something different over actually pulling it off ,1
"in the end , the film feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses . ",0
"also intriguing and honorable , ",1
a mischievous visual style ,1
"texan director george ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare ",1
too full ,0
"a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder . ",1
a success ,1
comprehend it ,1
were made by a highly gifted 12-year-old instead of a grown man ,0
a smartly written motion picture ,1
to believe in it the most ,1
"at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand ",1
sexy and ,1
welcome relief ,1
"suspense , surprise and consistent emotional conviction ",1
is in need of a scented bath . ,0
"a dull , inconsistent , dishonest female bonding ",0
"a little uneven to be the cat 's meow , but it 's good enough to be the purr . ",1
a terrific screenplay ,1
a shallow rumination ,0
alienating ,0
a listless sci-fi comedy in which eddie murphy deploys two ,0
great to knock back a beer with but they 're simply not funny performers ,0
"entirely suspenseful , extremely well-paced and ultimately ",1
light treat ,1
a strong dramatic and emotional pull that gradually sneaks up on the audience ,1
ingenious and often ,1
a strong sense of humanism ,1
could become a historically significant work as well as a masterfully made one ,1
the dubious distinction of being a really bad imitation of the really bad blair witch project ,0
quite good-natured ,1
the movie completely transfixes the audience . ,1
it had a sense of humor ,1
"this is a movie that tells stories that work -- is charming , is moving ",1
was fundamentally unknowable even to his closest friends ,1
90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed ,0
your favorite pet get buried alive ,0
in a plot as musty as one of the golden eagle 's carpets ,0
